borrowerid,borrowername,region,country,IQ_INDUSTRY_SECTOR,parent,parentticker,ticker,companyisprivate
1306,Anhui Province Industry Transfer Demonstration Zone Construction Investment Co Ltd,,China,Industrials,Anhui Province Industry Transfer Demonstration Zone Construction Investment Co Ltd,,,
1307,Changying 2023-3 Auto Loans ABS,,China,Consumer Discretionary,Baoding Great Wall Holdings Group Co Ltd,,,
1308,Changjin 2023-1 Auto Loans ABS,,China,Consumer Discretionary,Changjin 2023-1 Auto Loans ABS,,,
1309,Jihua Group Corp Ltd,,China,Consumer Discretionary,Jihua Group Corp Ltd,,,
1310,Shandong Gold Group Co Ltd,,China,Materials,Shandong Gold Group Co Ltd,,,
1311,Huangshi City Construction Investment & Development Co Ltd,,China,Industrials,Huangshi City Construction Investment & Development Co Ltd,,,
1312,Jiangsu Huadian Energy Co Ltd,,China,Utilities,China Huadian Corp Ltd,,,
1313,Hangzhou Fuchunshanju Group Co Ltd,,China,Real Estate,Hangzhou Fuchunshanju Group Co Ltd,,,
1314,Xiangtan Gaoxin Group Co Ltd,,China,Real Estate,Xiangtan Gaoxin Group Co Ltd,,,
1315,Tokyo Tatemono Co Ltd,,Japan,Real Estate,Tokyo Tatemono Co Ltd,,,
1316,Boryeong LNG Terminal Co Ltd,,South Korea,Utilities,Boryeong LNG Terminal Co Ltd,,,
1317,Korea East West Power Co Ltd,,South Korea,Utilities,KEPCO,,,
1318,Yamato Holdings Co Ltd,,Japan,Industrials,Yamato Holdings Co Ltd,,,
1319,ESR Group Ltd,,Hong Kong,Real Estate,ESR Group Ltd,,,
1320,Sivarom Real Estate pcl,,Thailand,Real Estate,Sivarom Real Estate pcl,,,
1321,Power Line Engineering pcl,,Thailand,Industrials,Power Line Engineering pcl,,,
1322,BCPG pcl,,Thailand,Utilities,Bangchak Corp pcl,,,
1323,Hubei New Tongdu Urban Investment Development Group Co Ltd,,China,Real Estate,Hubei Guanggudong State-Owned Capital Investment & Operation Group Co Ltd,,,
1324,Neijiang Investment Holdings Group Co Ltd,,China,Industrials,Neijiang Investment Holdings Group Co Ltd,,,
1325,Mitsui OSK Lines Ltd,,Japan,Industrials,Mitsui OSK Lines Ltd,,,
1326,Nomura Real Estate Master Fund Inc,,Japan,Real Estate,Nomura Real Estate Holdings Inc,,,
1327,NEC Corp,,Japan,Consumer Discretionary,NEC Corp,,,
1328,Storage Asia pcl,,Thailand,Industrials,Storage Asia pcl,,,
1329,ST Telemedia,,Singapore,Communication Services,Temasek Holdings (Pte) Ltd,,,
1330,Hyundai Capital Auto Funding XIV Ltd,,South Korea,Financials,Hyundai Motor Co,,,
1331,Sumitomo Chemical Co Ltd,,Japan,Materials,Sumitomo Chemical Co Ltd,,,
1332,Mitsui & Co Ltd,,Japan,Materials,Mitsui & Co Ltd,,,
1333,CNH Industrial Capital Australia Pty Ltd,,Australia,Consumer Discretionary,CNH Industrial NV,,,
1334,Komatsu Ltd,,Japan,Industrials,Komatsu Ltd,,,
1335,Sumitomo Electric Industries Ltd,,Japan,Consumer Discretionary,Sumitomo Electric Industries Ltd,,,
1336,Bangkok Aviation Fuel Services pcl,,Thailand,Industrials,Bangkok Aviation Fuel Services pcl,,,
1337,Dusit Thani pcl,,Thailand,Consumer Discretionary,Dusit Thani pcl,,,
1338,Hongkong Land,,Hong Kong,Real Estate,Jardine Matheson Holdings Ltd,,,
1339,Suzhou Wuzhong Guotai Development Co Ltd,,China,Real Estate,Suzhou Wuzhong Guotai Development Co Ltd,,,
1340,Sichuan Provincial Investment Group Co Ltd,,China,Utilities,Sichuan Provincial Investment Group Co Ltd,,,
1341,Shanghai Xinhua Publishing Group Co Ltd,,China,Communication Services,Shanghai Xinhua Publishing Group Co Ltd,,,
1342,Chongqing Yongchuan District Huitong Construction & Development Co Ltd,,China,Real Estate,Chongqing Yongchuan District Huitong Construction & Development Co Ltd,,,
1343,Shaoxing Communications Investment Group Co Ltd,,China,Industrials,Shaoxing Communications Investment Group Co Ltd,,,
1344,Zhejiang Zhoushan Tourism Group Co Ltd,,China,Consumer Discretionary,Zhejiang Zhoushan Tourism Group Co Ltd,,,
1345,Chongqing Maohe Infrastructure Construction Co Ltd 2023-1 China Construction Fifth Engineering Divis,,China,Industrials,Chongqing Maohe Infrastructure Construction Co Ltd,,,
1346,Liaoning Fangda Group Industry Co Ltd,,China,noinfo,Beijing Fangda International Industrial Investment Co Ltd,,,
1347,Hunan Jinyang New Town Construction & Development Group Co Ltd,,China,Industrials,Hunan Jinyang New Town Construction & Development Group Co Ltd,,,
1348,Qingdao Metro Group Co Ltd,,China,Industrials,Qingdao Metro Group Co Ltd,,,
1349,Hebei Shunde Investment Group Co Ltd,,China,Real Estate,Hebei Shunde Investment Group Co Ltd,,,
1350,Powerlong Real Estate Holdings Ltd,,China,Real Estate,Powerlong Real Estate Holdings Ltd,,,
1351,Nissan Financial Services Co Ltd,,Japan,Financials,Nissan Motor Co Ltd,,,
1352,Sumitomo Heavy Industries Ltd,,Japan,Industrials,Sumitomo Heavy Industries Ltd,,,
1353,Sumitomo Metal Mining Co Ltd,,Japan,Materials,Sumitomo Metal Mining Co Ltd,,,
1354,Sun Hung Kai Properties (Capital Market) Ltd,,Hong Kong,Real Estate,Sun Hung Kai Properties Ltd - SHKP,,,
1355,Kansai Electric Power Co Inc,,Japan,Utilities,Kansai Electric Power Co Inc,,,
1356,Keisei Electric Railway Co Ltd,,Japan,Industrials,Keisei Electric Railway Co Ltd,,,
1357,Zhongshan Public Utilities Group Co Ltd,,China,Utilities,Zhongshan Public Utilities Group Co Ltd,,,
1358,Shandong Ren City Rongxin Development Co Ltd,,China,Industrials,Renxing Group Co Ltd,,,
1359,Beijing Enterprises Holdings Ltd,,China,Utilities,Beijing Enterprises Group Co Ltd,,,
1360,China Resources Co Ltd,,China,noinfo,China Resources Co Ltd,,,
1361,China Huaneng Group Co Ltd,,China,Utilities,China Huaneng Group Co Ltd,,,
1362,Guangzhou Nansha Asset Operation Group Ltd,,China,Industrials,Guangzhou Nansha Asset Operation Group Ltd,,,
1363,Sichuan Road & Bridge Co Ltd,,China,Industrials,Sichuan Development Holding Co Ltd,,,
1364,Shenzhen International Holdings Ltd,,China,Industrials,Shenzhen International Holdings Ltd,,,
1365,Changzhou Communications Industry Group Co Ltd,,China,Industrials,Changzhou Communications Industry Group Co Ltd,,,
1366,Xinhu Zhongbao Co Ltd,,China,Real Estate,Xinhu Zhongbao Co Ltd,,,
1367,Shanghai Construction Group Co Ltd,,China,Industrials,Shanghai Construction Holdings Group Co Ltd,,,
1368,Nanjing Pukou Communications Construction Group Co Ltd,,China,Industrials,Nanjing Pukou Communications Construction Group Co Ltd,,,
1369,Hunan Communication & Water Conservacy Group Co Ltd,,China,Industrials,Hunan Communication & Water Conservacy Group Co Ltd,,,
1370,Chongqing Qijiang East Xincheng Development Construction Co Ltd,,China,Industrials,Chongqing Qijiang East Xincheng Development Construction Co Ltd,,,
1371,Yingda Taihe Property Insurance Co Ltd,,China,Financials,State Grid Corp of China,,,
1372,Longyan Investment & Development Group Co Ltd,,China,Materials,Longyan Investment & Development Group Co Ltd,,,
1373,Korea Midland Power Co Ltd,,South Korea,Utilities,KEPCO,,,
1374,NTT Finance Corp,,Japan,Industrials,NTT,,,
1375,Kintetsu Group Holdings Co Ltd,,Japan,Real Estate,Kintetsu Group Holdings Co Ltd,,,
1376,NYK Line,,Japan,Industrials,NYK Line,,,
1377,Air Water Inc,,Japan,Materials,Air Water Inc,,,
1378,JR Kyushu,,Japan,Industrials,JR Kyushu,,,
1379,Chongqing Wansheng Industrial Park Development & Construction Co Ltd,,China,Industrials,Chongqing Wansheng Economic & Technological Development Zone Development & Investment Group Co Ltd,,,
1380,Mengcheng Development Zone Xingmeng Investment Co Ltd,,China,Industrials,Mengcheng Development Zone Xingmeng Investment Co Ltd,,,
1381,LG Energy Solution Ltd,,South Korea,Consumer Discretionary,IMM Investment Corp,,,
1382,Mitsubishi Estate Logistics REIT Investment Corp,,Japan,Real Estate,Mitsubishi Estate Co Ltd,,,
1383,TCCL (Finance) Ltd,,Hong Kong,Utilities,Hong Kong & China Gas Co Ltd,,,
1384,Suzhou Hi-tech City Transportation Development Group Co Ltd,,China,Industrials,Suzhou Hi-tech City Transportation Development Group Co Ltd,,,
1385,Jiangsu Fangyang Group Co Ltd,,China,Industrials,Jiangsu Fangyang Group Co Ltd,,,
1386,Nanjing Jianye District High-tech Investment Group Co Ltd,,China,Real Estate,Nanjing Jianye District High-tech Investment Group Co Ltd,,,
1387,Guodian Nanjing Automation Co Ltd,,China,Consumer Discretionary,China Huadian Corp Ltd,,,
1388,Jiangyin New Guolian Investment & Development Co Ltd,,China,Utilities,Jiangyin New Guolian Investment & Development Co Ltd,,,
1389,Guangxi Liuzhou Investment Holding Group Co Ltd,,China,noinfo,Guangxi Liuzhou Investment Holding Group Co Ltd,,,
1390,Jinhua Rail Transit Investment & Construction Co Ltd,,China,Industrials,Jinhua Rail Transit Investment & Construction Co Ltd,,,
1391,Mercedes-Benz International Finance BV,,Germany,Consumer Discretionary,Mercedes-Benz Group AG,,,
1392,RP Hydro (Kelantan) Sdn Bhd,,Malaysia,Utilities,Malakoff Corp Bhd,,,
1393,SCSK Corp,,Japan,Consumer Discretionary,Sumitomo Corp,,,
1394,GLP J-REIT,,Japan,Real Estate,GLP J-REIT,,,
1395,China Communications Construction Co Ltd,,China,Industrials,China Communications Construction Group Co Ltd,,,
1396,Xinjiang Production & Construction Corps 12th Division State-owned Assets Operation (Group) Co Ltd,,China,Consumer Staples,Xinjiang Production & Construction Corps 12th Division State-owned Assets Operation (Group) Co Ltd,,,
1397,Xiamen Asset Management Co Ltd,,China,Financials,Xiamen Jinyuan Investment Group Co Ltd,,,
1398,Shanghai Guosheng (Group) Co Ltd,,China,Consumer Discretionary,Shanghai Guosheng (Group) Co Ltd,,,
1399,Mercedes-Benz Auto Finance Ltd,,China,Financials,Mercedes-Benz Group AG,,,
1400,Yixing Urban Development Investment Co Ltd,,China,Industrials,Yixing Urban Development Investment Co Ltd,,,
1401,Kunming Economic & Technological Development Zone Investment & Development (Group) Co Ltd,,China,Industrials,Kunming Economic & Technological Development Zone Investment & Development (Group) Co Ltd,,,
1402,Nanjing Jiangning Economic & Technological Development Group Co Ltd,,China,Real Estate,Nanjing Jiangning Economic & Technological Development Group Co Ltd,,,
1403,Hebei State-owned Asset Holding Operation Co Ltd,,China,noinfo,Hebei State-owned Asset Holding Operation Co Ltd,,,
1404,Shanghai Runda Medical Technology Co Ltd,,China,Health Care,Shanghai Runda Medical Technology Co Ltd,,,
1405,Wenzhou Urban Construction Development Group Co Ltd,,China,Real Estate,Wenzhou Urban Construction Development Group Co Ltd,,,
1406,Yangzhou Slender West Lake Tourism & Development Group Co Ltd,,China,Industrials,Yangzhou Slender West Lake Tourism & Development Group Co Ltd,,,
1407,Shenzhen Baiyeyuan Investment Co Ltd,,China,Health Care,Shenzhen Baiyeyuan Investment Co Ltd,,,
1408,Suzhou Industrial Park State Capital Investment & Operation Holdings Co Ltd,,China,Real Estate,Suzhou Industrial Park State Capital Investment & Operation Holdings Co Ltd,,,
1409,Zhuji State-owned Assets Operation Co Ltd,,China,Materials,Zhuji State-owned Assets Operation Co Ltd,,,
1410,Beijing Gucai Group Co Ltd,,China,Utilities,Beijing Gucai Group Co Ltd,,,
1411,Zhengzhou Communication Construction Investment Co Ltd,,China,Industrials,Zhengzhou Communication Construction Investment Co Ltd,,,
1412,Changchun Urban Development Investment Holdings (Group) Co Ltd,,China,Utilities,Changchun Urban Development Investment Holdings (Group) Co Ltd,,,
1413,Shandong Luqiao Group Co Ltd,,China,Industrials,Shandong Hi-speed Group Co Ltd,,,
1414,GLL IHT Pte Ltd,,Singapore,Industrials,Hong Leong Co (Malaysia) Bhd,,,
1415,Topy Industries Ltd,,Japan,Materials,Topy Industries Ltd,,,
1416,Nishimatsu Construction Co Ltd,,Japan,Industrials,Nishimatsu Construction Co Ltd,,,
1417,Keikyu Corp,,Japan,Industrials,Keikyu Corp,,,
1418,Nippon Steel Kowa Real Estate Co Ltd,,Japan,Real Estate,Nippon Steel Kowa Real Estate Co Ltd,,,
1419,Infratil Ltd,,New Zealand,Utilities,Morrison & Co,,,
1420,Shangri-La Hotel Ltd,,Singapore,Consumer Discretionary,Kuok (Singapore) Ltd,,,
1421,Hangzhou Qiantang New Area Construction & Investment Group Co Ltd,,China,Industrials,Hangzhou Qiantang New Area Construction & Investment Group Co Ltd,,,
1422,CCCC Second Harbor Engineering Co Ltd,,China,Industrials,China Communications Construction Group Co Ltd,,,
1423,China National Salt Industry Group Co Ltd,,China,Materials,China National Salt Industry Group Co Ltd,,,
1424,Shanghai Lingang Economic Development (Group) Co Ltd,,China,Real Estate,Shanghai Lingang Economic Development (Group) Co Ltd,,,
1425,Hefei Binhu New District Construction Investment Co Ltd,,China,Real Estate,Hefei Binhu New District Construction Investment Co Ltd,,,
1426,Jiaxing High-grade Highway Investment Co Ltd,,China,Energy,Jiaxing High-grade Highway Investment Co Ltd,,,
1427,Chengdu Tianfu New Area Investment Group Co Ltd,,China,Industrials,Chengdu Tianfu New Area Investment Group Co Ltd,,,
1428,Suqian City Construction Investment (Group) Co Ltd,,China,Industrials,Suqian City Construction Investment (Group) Co Ltd,,,
1429,Sichuan Development Holding Co Ltd,,China,noinfo,Sichuan Development Holding Co Ltd,,,
1430,Shanghai Shibei Hi-Tech (Group) Co Ltd,,China,Real Estate,Shanghai Shibei Hi-Tech (Group) Co Ltd,,,
1431,Chengdu Expressway Co Ltd,,China,Industrials,Chengdu Communications Investment Group Corp Ltd,,,
1432,Seazen Holdings Co Ltd,,China,Real Estate,Wealth Zone Hong Kong Investments Ltd,,,
1433,Kunshan Transportation Development Holding Group Co Ltd,,China,Industrials,Kunshan Transportation Development Holding Group Co Ltd,,,
1434,Yancheng Haixing Group Co Ltd,,China,Industrials,Yancheng Haixing Group Co Ltd,,,
1435,Jiangsu Haizhou Development Group Co Ltd,,China,Industrials,Jiangsu Haizhou Development Group Co Ltd,,,
1436,Changshu Binjiang Urban Construction Investment & Management Co Ltd,,China,Industrials,Changshu Binjiang Urban Construction Investment & Management Co Ltd,,,
1437,Hengyang Baishazhou Development Construction Investment Co Ltd,,China,Industrials,China Merchants Property Operation & Service Co Ltd,,,
1438,Yancheng High-Tech Zone Investment Group Co Ltd,,China,Industrials,Yancheng High-Tech Zone Investment Group Co Ltd,,,
1439,Chongqing Xiyong Microelectronics Industrial Park Development Co Ltd,,China,Industrials,Chongqing Xiyong Microelectronics Industrial Park Development Co Ltd,,,
1440,Hubei United Transportation Investment & Development Co Ltd,,China,Industrials,United Investment Group,,,
1441,Qingdao Huangdao Development Group Co Ltd,,China,Industrials,Qingdao Huangdao Development Group Co Ltd,,,
1442,United Energy Distribution Pty Ltd,,Australia,Utilities,DUET Group,,,
1443,True Corp pcl,,Thailand,Communication Services,True Corp pcl,,,
1444,La Trobe University,,Australia,Industrials,La Trobe University,,,
1445,Nagoya Railroad Co Ltd,,Japan,Industrials,Nagoya Railroad Co Ltd,,,
1446,Softbank ABS MT Series 2023-06 Tokkin Series,,Japan,Communication Services,SoftBank Group Corp,,,
1447,Global Vision Logistics Sdn Bhd,,Malaysia,Industrials,Global Vision Logistics Sdn Bhd,,,
1448,Mobile telephone terminal Credit Trust Series 2023-06,,Japan,Communication Services,Mobile telephone terminal Credit Trust Series 2023-06,,,
1449,Securitization of Leases Receivable from SB 202306,,Japan,Communication Services,Securitization of Leases Receivable from SB 202306,,,
1450,Securitization of Loans Receivable from SB 202306,,Japan,Communication Services,Securitization of Loans Receivable from SB 202306,,,
1451,Yibin Grace Group Corp Ltd,,China,Materials,Yibin Grace Group Corp Ltd,,,
1452,Xiamen SCE Group Co Ltd,,China,Real Estate,China SCE Group Holdings Ltd,,,
1453,Beijing Xingchuang Investment Co Ltd,,China,Real Estate,Beijing Xingchuang Investment Co Ltd,,,
1454,China Resources Bank of Zhuhai Co Ltd,,China,Financials,China Resources Co Ltd,,,
1455,Nanjing Metro Group Co Ltd,,China,Industrials,Nanjing Metro Group Co Ltd,,,
1456,Yokohama Minatomirai Railway Co Ltd,,Japan,Industrials,Yokohama Minatomirai Railway Co Ltd,,,
1457,Ningbo Zhoushan Port Group Ltd,,China,Industrials,Zhejiang Seaport Investment Operation Group Co Ltd,,,
1458,Shanxi Cultural Tourism Investment Holding Group Co Ltd,,China,Industrials,Shanxi Cultural Tourism Investment Holding Group Co Ltd,,,
1459,Chengdu Economic Development Industry Investment Group Co Ltd,,China,Real Estate,Chengdu Economic Development Industry Investment Group Co Ltd,,,
1460,Pangang Group Co Ltd,,China,Materials,Ansteel Group Corp Ltd,,,
1461,KunMing Traffic Investment Co Ltd,,China,Industrials,KunMing Traffic Investment Co Ltd,,,
1462,Jinneng Holding Coal Group Co Ltd,,China,Materials,Shanxi State-owned Capital Operation Co Ltd,,,
1463,Wuhan Jiangan State-owned Assets Management Co Ltd,,China,Industrials,Wuhan Jiangan State-owned Assets Management Co Ltd,,,
1464,Jiangyin Public Asset Management Co Ltd,,China,Industrials,Jiangyin Public Asset Management Co Ltd,,,
1465,Peixian Urban Construction Investment Development Group Co Ltd,,China,Real Estate,Peixian Urban Construction Investment Development Group Co Ltd,,,
1466,Hainan Province Yangpu Development Construction Holdings Co Ltd,,China,Real Estate,Hainan Province Yangpu Development Construction Holdings Co Ltd,,,
1467,Shenzhen Investment Holdings Co Ltd,,China,noinfo,Shenzhen Investment Holdings Co Ltd,,,
1468,Powerchina Real Estate Group Ltd,,China,Real Estate,Power Construction Corp of China,,,
1469,Guangdong Holdings Ltd,,China,Utilities,Guangdong Holdings Ltd,,,
1470,Wuhu Yiju Investment (Group) Co Ltd,,China,Industrials,Wuhu Yiju Investment (Group) Co Ltd,,,
1471,Yuexiu Transport Infrastructure Ltd,,China,Industrials,Guangzhou Yuexiu Holding Ltd,,,
1472,Handan Urban Development Investment Group Co Ltd,,China,Industrials,Handan Urban Development Investment Group Co Ltd,,,
1473,Ningbo Yincheng Group Co Ltd,,China,Real Estate,Ningbo Yincheng Group Co Ltd,,,
1474,Jiangsu Xishan Economic & Technological Development Co Ltd,,China,Real Estate,Jiangsu Xishan Economic & Technological Development Co Ltd,,,
1475,Zhenjiang New District Urban Construction Investment Co Ltd,,China,Real Estate,Jiangsu Hanrui Investment Holding Co Ltd,,,
1476,Changsha Economic & Technical Development Group Co Ltd,,China,Real Estate,Changsha Economic & Technical Development Group Co Ltd,,,
1477,OSG Corp,,Japan,Industrials,OSG Corp,,,
1478,Doosan,,South Korea,noinfo,Doosan,,,
1479,Ecopro Co Ltd (South Korea),,South Korea,Materials,Ecopro Co Ltd (South Korea),,,
1480,E Land Retail Co Ltd,,South Korea,Consumer Discretionary,E-Land World Ltd,,,
1481,Dongwon Industries Co Ltd,,South Korea,Consumer Staples,Dongwon Enterprises Co Ltd,,,
1482,Hanwha Life Insurance Co Ltd,,South Korea,Financials,Hanwha Group,,,
1483,Chengdu Dongjin Huaizhou Xincheng Investment Group Co Ltd,,China,Industrials,Chengdu Dongjin Huaizhou Xincheng Investment Group Co Ltd,,,
1484,Tokyo Waterfront Area Rapid Transit Inc,,Japan,Industrials,Tokyo Waterfront Area Rapid Transit Inc,,,
